dabs_path	tf_resource	tf_path	status
resources.pipelines.*.clusters[*].aws_attributes.zone_id	databricks_pipeline	cluster.aws_attributes.zone_id	renamed
resources.pipelines.*.clusters[*].azure_attributes	databricks_pipeline	cluster.azure_attributes	renamed
resources.pipelines.*.clusters[*].azure_attributes.availability	databricks_pipeline	cluster.azure_attributes.availability	renamed
resources.pipelines.*.clusters[*].azure_attributes.first_on_demand	databricks_pipeline	cluster.azure_attributes.first_on_demand	renamed
resources.pipelines.*.clusters[*].azure_attributes.log_analytics_info	databricks_pipeline	cluster.azure_attributes.log_analytics_info	renamed
resources.pipelines.*.clusters[*].azure_attributes.log_analytics_info.log_analytics_primary_key	databricks_pipeline	cluster.azure_attributes.log_analytics_info.log_analytics_primary_key	renamed
resources.pipelines.*.clusters[*].azure_attributes.log_analytics_info.log_analytics_workspace_id	databricks_pipeline	cluster.azure_attributes.log_analytics_info.log_analytics_workspace_id	renamed
resources.pipelines.*.clusters[*].azure_attributes.spot_bid_max_price	databricks_pipeline	cluster.azure_attributes.spot_bid_max_price	renamed
resources.pipelines.*.clusters[*].cluster_log_conf	databricks_pipeline	cluster.cluster_log_conf	renamed
resources.pipelines.*.clusters[*].cluster_log_conf.dbfs	databricks_pipeline	cluster.cluster_log_conf.dbfs	renamed
resources.pipelines.*.clusters[*].cluster_log_conf.dbfs.destination	databricks_pipeline	cluster.cluster_log_conf.dbfs.destination	renamed
resources.pipelines.*.clusters[*].cluster_log_conf.s3	databricks_pipeline	cluster.cluster_log_conf.s3	renamed
resources.pipelines.*.clusters[*].cluster_log_conf.s3.canned_acl	databricks_pipeline	cluster.cluster_log_conf.s3.canned_acl	renamed
resources.pipelines.*.clusters[*].cluster_log_conf.s3.destination	databricks_pipeline	cluster.cluster_log_conf.s3.destination	renamed
resources.pipelines.*.clusters[*].cluster_log_conf.s3.enable_encryption	databricks_pipeline	cluster.cluster_log_conf.s3.enable_encryption	renamed
resources.pipelines.*.clusters[*].cluster_log_conf.s3.encryption_type	databricks_pipeline	cluster.cluster_log_conf.s3.encryption_type	renamed
resources.pipelines.*.clusters[*].cluster_log_conf.s3.endpoint	databricks_pipeline	cluster.cluster_log_conf.s3.endpoint	renamed
resources.pipelines.*.clusters[*].cluster_log_conf.s3.kms_key	databricks_pipeline	cluster.cluster_log_conf.s3.kms_key	renamed
resources.pipelines.*.clusters[*].cluster_log_conf.s3.region	databricks_pipeline	cluster.cluster_log_conf.s3.region	renamed
resources.pipelines.*.clusters[*].cluster_log_conf.volumes	databricks_pipeline	cluster.cluster_log_conf.volumes	renamed
resources.pipelines.*.clusters[*].cluster_log_conf.volumes.destination	databricks_pipeline	cluster.cluster_log_conf.volumes.destination	renamed
resources.pipelines.*.clusters[*].custom_tags.*	databricks_pipeline	cluster.custom_tags	renamed
resources.pipelines.*.clusters[*].driver_instance_pool_id	databricks_pipeline	cluster.driver_instance_pool_id	renamed
resources.pipelines.*.clusters[*].driver_node_type_id	databricks_pipeline	cluster.driver_node_type_id	renamed
resources.pipelines.*.clusters[*].enable_local_disk_encryption	databricks_pipeline	cluster.enable_local_disk_encryption	renamed
resources.pipelines.*.clusters[*].gcp_attributes	databricks_pipeline	cluster.gcp_attributes	renamed
resources.pipelines.*.clusters[*].gcp_attributes.availability	databricks_pipeline	cluster.gcp_attributes.availability	renamed
resources.pipelines.*.clusters[*].gcp_attributes.boot_disk_size	databricks_pipeline	cluster.gcp_attributes.boot_disk_size	dabs_only
resources.pipelines.*.clusters[*].gcp_attributes.first_on_demand	databricks_pipeline	cluster.gcp_attributes.first_on_demand	renamed
resources.pipelines.*.clusters[*].gcp_attributes.google_service_account	databricks_pipeline	cluster.gcp_attributes.google_service_account	renamed
resources.pipelines.*.clusters[*].gcp_attributes.local_ssd_count	databricks_pipeline	cluster.gcp_attributes.local_ssd_count	renamed
resources.pipelines.*.clusters[*].gcp_attributes.use_preemptible_executors	databricks_pipeline	cluster.gcp_attributes.use_preemptible_executors	dabs_only
resources.pipelines.*.clusters[*].gcp_attributes.zone_id	databricks_pipeline	cluster.gcp_attributes.zone_id	renamed
resources.pipelines.*.clusters[*].init_scripts[*]	databricks_pipeline	cluster.init_scripts	renamed
resources.pipelines.*.clusters[*].init_scripts[*].abfss	databricks_pipeline	cluster.init_scripts.abfss	renamed
resources.pipelines.*.clusters[*].init_scripts[*].abfss.destination	databricks_pipeline	cluster.init_scripts.abfss.destination	renamed
resources.pipelines.*.clusters[*].init_scripts[*].dbfs	databricks_pipeline	cluster.init_scripts.dbfs	renamed
resources.pipelines.*.clusters[*].init_scripts[*].dbfs.destination	databricks_pipeline	cluster.init_scripts.dbfs.destination	renamed
resources.pipelines.*.clusters[*].init_scripts[*].file	databricks_pipeline	cluster.init_scripts.file	renamed
resources.pipelines.*.clusters[*].init_scripts[*].file.destination	databricks_pipeline	cluster.init_scripts.file.destination	renamed
resources.pipelines.*.clusters[*].init_scripts[*].gcs	databricks_pipeline	cluster.init_scripts.gcs	renamed
resources.pipelines.*.clusters[*].init_scripts[*].gcs.destination	databricks_pipeline	cluster.init_scripts.gcs.destination	renamed
resources.pipelines.*.clusters[*].init_scripts[*].s3	databricks_pipeline	cluster.init_scripts.s3	renamed
resources.pipelines.*.clusters[*].init_scripts[*].s3.canned_acl	databricks_pipeline	cluster.init_scripts.s3.canned_acl	renamed
resources.pipelines.*.clusters[*].init_scripts[*].s3.destination	databricks_pipeline	cluster.init_scripts.s3.destination	renamed
resources.pipelines.*.clusters[*].init_scripts[*].s3.enable_encryption	databricks_pipeline	cluster.init_scripts.s3.enable_encryption	renamed
resources.pipelines.*.clusters[*].init_scripts[*].s3.encryption_type	databricks_pipeline	cluster.init_scripts.s3.encryption_type	renamed
resources.pipelines.*.clusters[*].init_scripts[*].s3.endpoint	databricks_pipeline	cluster.init_scripts.s3.endpoint	renamed
resources.pipelines.*.clusters[*].init_scripts[*].s3.kms_key	databricks_pipeline	cluster.init_scripts.s3.kms_key	renamed
resources.pipelines.*.clusters[*].init_scripts[*].s3.region	databricks_pipeline	cluster.init_scripts.s3.region	renamed
resources.pipelines.*.clusters[*].init_scripts[*].volumes	databricks_pipeline	cluster.init_scripts.volumes	renamed
resources.pipelines.*.clusters[*].init_scripts[*].volumes.destination	databricks_pipeline	cluster.init_scripts.volumes.destination	renamed
resources.pipelines.*.clusters[*].init_scripts[*].workspace	databricks_pipeline	cluster.init_scripts.workspace	renamed
resources.pipelines.*.clusters[*].init_scripts[*].workspace.destination	databricks_pipeline	cluster.init_scripts.workspace.destination	renamed
resources.pipelines.*.clusters[*].instance_pool_id	databricks_pipeline	cluster.instance_pool_id	renamed
resources.pipelines.*.clusters[*].label	databricks_pipeline	cluster.label	renamed
resources.pipelines.*.clusters[*].node_type_id	databricks_pipeline	cluster.node_type_id	renamed
resources.pipelines.*.clusters[*].num_workers	databricks_pipeline	cluster.num_workers	renamed
resources.pipelines.*.clusters[*].policy_id	databricks_pipeline	cluster.policy_id	renamed
resources.pipelines.*.clusters[*].spark_conf.*	databricks_pipeline	cluster.spark_conf	renamed
resources.pipelines.*.clusters[*].spark_env_vars.*	databricks_pipeline	cluster.spark_env_vars	renamed
resources.pipelines.*.clusters[*].ssh_public_keys[*]	databricks_pipeline	cluster.ssh_public_keys	renamed
resources.pipelines.*.configuration.*	databricks_pipeline	configuration	match
resources.pipelines.*.continuous	databricks_pipeline	continuous	match
resources.pipelines.*.creator_user_name	databricks_pipeline	creator_user_name	match
resources.pipelines.*.deployment	databricks_pipeline	deployment	match
resources.pipelines.*.deployment.kind	databricks_pipeline	deployment.kind	match
resources.pipelines.*.deployment.metadata_file_path	databricks_pipeline	deployment.metadata_file_path	match
resources.pipelines.*.development	databricks_pipeline	development	match
resources.pipelines.*.dry_run	databricks_pipeline	dry_run	dabs_only
resources.pipelines.*.edition	databricks_pipeline	edition	match
resources.pipelines.*.effective_budget_policy_id	databricks_pipeline	effective_budget_policy_id	dabs_only
resources.pipelines.*.effective_publishing_mode	databricks_pipeline	effective_publishing_mode	dabs_only
resources.pipelines.*.environment	databricks_pipeline	environment	match
resources.pipelines.*.environment.dependencies[*]	databricks_pipeline	environment.dependencies	match
resources.pipelines.*.environment.environment_version	databricks_pipeline	environment.environment_version	dabs_only
resources.pipelines.*.event_log	databricks_pipeline	event_log	match
resources.pipelines.*.event_log.catalog	databricks_pipeline	event_log.catalog	match
resources.pipelines.*.event_log.name	databricks_pipeline	event_log.name	match
resources.pipelines.*.event_log.schema	databricks_pipeline	event_log.schema	match
resources.pipelines.*.filters	databricks_pipeline	filters	match
resources.pipelines.*.filters.exclude[*]	databricks_pipeline	filters.exclude	match
resources.pipelines.*.filters.include[*]	databricks_pipeline	filters.include	match
resources.pipelines.*.gateway_definition	databricks_pipeline	gateway_definition	match
resources.pipelines.*.gateway_definition.connection_id	databricks_pipeline	gateway_definition.connection_id	match
resources.pipelines.*.gateway_definition.connection_name	databricks_pipeline	gateway_definition.connection_name	match
resources.pipelines.*.gateway_definition.connection_parameters	databricks_pipeline	gateway_definition.connection_parameters	match
resources.pipelines.*.gateway_definition.connection_parameters.source_catalog	databricks_pipeline	gateway_definition.connection_parameters.source_catalog	match
resources.pipelines.*.gateway_definition.gateway_storage_catalog	databricks_pipeline	gateway_definition.gateway_storage_catalog	match
resources.pipelines.*.gateway_definition.gateway_storage_name	databricks_pipeline	gateway_definition.gateway_storage_name	match
resources.pipelines.*.gateway_definition.gateway_storage_schema	databricks_pipeline	gateway_definition.gateway_storage_schema	match
resources.pipelines.*.health	databricks_pipeline	health	match
resources.pipelines.*.id	databricks_pipeline	id	match
resources.pipelines.*.ingestion_definition	databricks_pipeline	ingestion_definition	match
resources.pipelines.*.ingestion_definition.connection_name	databricks_pipeline	ingestion_definition.connection_name	match
resources.pipelines.*.ingestion_definition.full_refresh_window	databricks_pipeline	ingestion_definition.full_refresh_window	match
resources.pipelines.*.ingestion_definition.full_refresh_window.days_of_week[*]	databricks_pipeline	ingestion_definition.full_refresh_window.days_of_week	match
resources.pipelines.*.ingestion_definition.full_refresh_window.start_hour	databricks_pipeline	ingestion_definition.full_refresh_window.start_hour	match
resources.pipelines.*.ingestion_definition.full_refresh_window.time_zone_id	databricks_pipeline	ingestion_definition.full_refresh_window.time_zone_id	match
resources.pipelines.*.ingestion_definition.ingest_from_uc_foreign_catalog	databricks_pipeline	ingestion_definition.ingest_from_uc_foreign_catalog	match
resources.pipelines.*.ingestion_definition.ingestion_gateway_id	databricks_pipeline	ingestion_definition.ingestion_gateway_id	match
resources.pipelines.*.ingestion_definition.netsuite_jar_path	databricks_pipeline	ingestion_definition.netsuite_jar_path	match
resources.pipelines.*.ingestion_definition.objects[*]	databricks_pipeline	ingestion_definition.objects	match
resources.pipelines.*.ingestion_definition.objects[*].report	databricks_pipeline	ingestion_definition.objects.report	match
resources.pipelines.*.ingestion_definition.objects[*].report.destination_catalog	databricks_pipeline	ingestion_definition.objects.report.destination_catalog	match
resources.pipelines.*.ingestion_definition.objects[*].report.destination_schema	databricks_pipeline	ingestion_definition.objects.report.destination_schema	match
resources.pipelines.*.ingestion_definition.objects[*].report.destination_table	databricks_pipeline	ingestion_definition.objects.report.destination_table	match
resources.pipelines.*.ingestion_definition.objects[*].report.source_url	databricks_pipeline	ingestion_definition.objects.report.source_url	match
resources.pipelines.*.ingestion_definition.objects[*].report.table_configuration	databricks_pipeline	ingestion_definition.objects.report.table_configuration	match
resources.pipelines.*.ingestion_definition.objects[*].report.table_configuration.auto_full_refresh_policy	databricks_pipeline	ingestion_definition.objects.report.table_configuration.auto_full_refresh_policy	match
resources.pipelines.*.ingestion_definition.objects[*].report.table_configuration.auto_full_refresh_policy.enabled	databricks_pipeline	ingestion_definition.objects.report.table_configuration.auto_full_refresh_policy.enabled	match
resources.pipelines.*.ingestion_definition.objects[*].report.table_configuration.auto_full_refresh_policy.min_interval_hours	databricks_pipeline	ingestion_definition.objects.report.table_configuration.auto_full_refresh_policy.min_interval_hours	match
resources.pipelines.*.ingestion_definition.objects[*].report.table_configuration.exclude_columns[*]	databricks_pipeline	ingestion_definition.objects.report.table_configuration.exclude_columns	match
resources.pipelines.*.ingestion_definition.objects[*].report.table_configuration.include_columns[*]	databricks_pipeline	ingestion_definition.objects.report.table_configuration.include_columns	match
resources.pipelines.*.ingestion_definition.objects[*].report.table_configuration.primary_keys[*]	databricks_pipeline	ingestion_definition.objects.report.table_configuration.primary_keys	match
resources.pipelines.*.ingestion_definition.objects[*].report.table_configuration.query_based_connector_config	databricks_pipeline	ingestion_definition.objects.report.table_configuration.query_based_connector_config	match
resources.pipelines.*.ingestion_definition.objects[*].report.table_configuration.query_based_connector_config.cursor_columns[*]	databricks_pipeline	ingestion_definition.objects.report.table_configuration.query_based_connector_config.cursor_columns	match
resources.pipelines.*.ingestion_definition.objects[*].report.table_configuration.query_based_connector_config.deletion_condition	databricks_pipeline	ingestion_definition.objects.report.table_configuration.query_based_connector_config.deletion_condition	match
resources.pipelines.*.ingestion_definition.objects[*].report.table_configuration.query_based_connector_config.hard_deletion_sync_min_interval_in_seconds	databricks_pipeline	ingestion_definition.objects.report.table_configuration.query_based_connector_config.hard_deletion_sync_min_interval_in_seconds	match
resources.pipelines.*.ingestion_definition.objects[*].report.table_configuration.row_filter	databricks_pipeline	ingestion_definition.objects.report.table_configuration.row_filter	match
resources.pipelines.*.ingestion_definition.objects[*].report.table_configuration.salesforce_include_formula_fields	databricks_pipeline	ingestion_definition.objects.report.table_configuration.salesforce_include_formula_fields	match
resources.pipelines.*.ingestion_definition.objects[*].report.table_configuration.scd_type	databricks_pipeline	ingestion_definition.objects.report.table_configuration.scd_type	match
resources.pipelines.*.ingestion_definition.objects[*].report.table_configuration.sequence_by[*]	databricks_pipeline	ingestion_definition.objects.report.table_configuration.sequence_by	match
resources.pipelines.*.ingestion_definition.objects[*].report.table_configuration.workday_report_parameters	databricks_pipeline	ingestion_definition.objects.report.table_configuration.workday_report_parameters	match
resources.pipelines.*.ingestion_definition.objects[*].report.table_configuration.workday_report_parameters.incremental	databricks_pipeline	ingestion_definition.objects.report.table_configuration.workday_report_parameters.incremental	match
resources.pipelines.*.ingestion_definition.objects[*].report.table_configuration.workday_report_parameters.parameters.*	databricks_pipeline	ingestion_definition.objects.report.table_configuration.workday_report_parameters.parameters	match
resources.pipelines.*.ingestion_definition.objects[*].report.table_configuration.workday_report_parameters.report_parameters[*]	databricks_pipeline	ingestion_definition.objects.report.table_configuration.workday_report_parameters.report_parameters	match
resources.pipelines.*.ingestion_definition.objects[*].report.table_configuration.workday_report_parameters.report_parameters[*].key	databricks_pipeline	ingestion_definition.objects.report.table_configuration.workday_report_parameters.report_parameters.key	match
resources.pipelines.*.ingestion_definition.objects[*].report.table_configuration.workday_report_parameters.report_parameters[*].value	databricks_pipeline	ingestion_definition.objects.report.table_configuration.workday_report_parameters.report_parameters.value	match
resources.pipelines.*.ingestion_definition.objects[*].schema	databricks_pipeline	ingestion_definition.objects.schema	match
resources.pipelines.*.ingestion_definition.objects[*].schema.destination_catalog	databricks_pipeline	ingestion_definition.objects.schema.destination_catalog	match
resources.pipelines.*.ingestion_definition.objects[*].schema.destination_schema	databricks_pipeline	ingestion_definition.objects.schema.destination_schema	match
resources.pipelines.*.ingestion_definition.objects[*].schema.source_catalog	databricks_pipeline	ingestion_definition.objects.schema.source_catalog	match
resources.pipelines.*.ingestion_definition.objects[*].schema.source_schema	databricks_pipeline	ingestion_definition.objects.schema.source_schema	match
resources.pipelines.*.ingestion_definition.objects[*].schema.table_configuration	databricks_pipeline	ingestion_definition.objects.schema.table_configuration	match
resources.pipelines.*.ingestion_definition.objects[*].schema.table_configuration.auto_full_refresh_policy	databricks_pipeline	ingestion_definition.objects.schema.table_configuration.auto_full_refresh_policy	match
resources.pipelines.*.ingestion_definition.objects[*].schema.table_configuration.auto_full_refresh_policy.enabled	databricks_pipeline	ingestion_definition.objects.schema.table_configuration.auto_full_refresh_policy.enabled	match
resources.pipelines.*.ingestion_definition.objects[*].schema.table_configuration.auto_full_refresh_policy.min_interval_hours	databricks_pipeline	ingestion_definition.objects.schema.table_configuration.auto_full_refresh_policy.min_interval_hours	match
resources.pipelines.*.ingestion_definition.objects[*].schema.table_configuration.exclude_columns[*]	databricks_pipeline	ingestion_definition.objects.schema.table_configuration.exclude_columns	match
resources.pipelines.*.ingestion_definition.objects[*].schema.table_configuration.include_columns[*]	databricks_pipeline	ingestion_definition.objects.schema.table_configuration.include_columns	match
resources.pipelines.*.ingestion_definition.objects[*].schema.table_configuration.primary_keys[*]	databricks_pipeline	ingestion_definition.objects.schema.table_configuration.primary_keys	match
resources.pipelines.*.ingestion_definition.objects[*].schema.table_configuration.query_based_connector_config	databricks_pipeline	ingestion_definition.objects.schema.table_configuration.query_based_connector_config	match
resources.pipelines.*.ingestion_definition.objects[*].schema.table_configuration.query_based_connector_config.cursor_columns[*]	databricks_pipeline	ingestion_definition.objects.schema.table_configuration.query_based_connector_config.cursor_columns	match
resources.pipelines.*.ingestion_definition.objects[*].schema.table_configuration.query_based_connector_config.deletion_condition	databricks_pipeline	ingestion_definition.objects.schema.table_configuration.query_based_connector_config.deletion_condition	match
resources.pipelines.*.ingestion_definition.objects[*].schema.table_configuration.query_based_connector_config.hard_deletion_sync_min_interval_in_seconds	databricks_pipeline	ingestion_definition.objects.schema.table_configuration.query_based_connector_config.hard_deletion_sync_min_interval_in_seconds	match
resources.pipelines.*.ingestion_definition.objects[*].schema.table_configuration.row_filter	databricks_pipeline	ingestion_definition.objects.schema.table_configuration.row_filter	match
resources.pipelines.*.ingestion_definition.objects[*].schema.table_configuration.salesforce_include_formula_fields	databricks_pipeline	ingestion_definition.objects.schema.table_configuration.salesforce_include_formula_fields	match
resources.pipelines.*.ingestion_definition.objects[*].schema.table_configuration.scd_type	databricks_pipeline	ingestion_definition.objects.schema.table_configuration.scd_type	match
resources.pipelines.*.ingestion_definition.objects[*].schema.table_configuration.sequence_by[*]	databricks_pipeline	ingestion_definition.objects.schema.table_configuration.sequence_by	match
resources.pipelines.*.ingestion_definition.objects[*].schema.table_configuration.workday_report_parameters	databricks_pipeline	ingestion_definition.objects.schema.table_configuration.workday_report_parameters	match
resources.pipelines.*.ingestion_definition.objects[*].schema.table_configuration.workday_report_parameters.incremental	databricks_pipeline	ingestion_definition.objects.schema.table_configuration.workday_report_parameters.incremental	match
resources.pipelines.*.ingestion_definition.objects[*].schema.table_configuration.workday_report_parameters.parameters.*	databricks_pipeline	ingestion_definition.objects.schema.table_configuration.workday_report_parameters.parameters	match
resources.pipelines.*.ingestion_definition.objects[*].schema.table_configuration.workday_report_parameters.report_parameters[*]	databricks_pipeline	ingestion_definition.objects.schema.table_configuration.workday_report_parameters.report_parameters	match
resources.pipelines.*.ingestion_definition.objects[*].schema.table_configuration.workday_report_parameters.report_parameters[*].key	databricks_pipeline	ingestion_definition.objects.schema.table_configuration.workday_report_parameters.report_parameters.key	match
resources.pipelines.*.ingestion_definition.objects[*].schema.table_configuration.workday_report_parameters.report_parameters[*].value	databricks_pipeline	ingestion_definition.objects.schema.table_configuration.workday_report_parameters.report_parameters.value	match
resources.pipelines.*.ingestion_definition.objects[*].table	databricks_pipeline	ingestion_definition.objects.table	match
resources.pipelines.*.ingestion_definition.objects[*].table.destination_catalog	databricks_pipeline	ingestion_definition.objects.table.destination_catalog	match
resources.pipelines.*.ingestion_definition.objects[*].table.destination_schema	databricks_pipeline	ingestion_definition.objects.table.destination_schema	match
resources.pipelines.*.ingestion_definition.objects[*].table.destination_table	databricks_pipeline	ingestion_definition.objects.table.destination_table	match
resources.pipelines.*.ingestion_definition.objects[*].table.source_catalog	databricks_pipeline	ingestion_definition.objects.table.source_catalog	match
resources.pipelines.*.ingestion_definition.objects[*].table.source_schema	databricks_pipeline	ingestion_definition.objects.table.source_schema	match
resources.pipelines.*.ingestion_definition.objects[*].table.source_table	databricks_pipeline	ingestion_definition.objects.table.source_table	match
resources.pipelines.*.ingestion_definition.objects[*].table.table_configuration	databricks_pipeline	ingestion_definition.objects.table.table_configuration	match
resources.pipelines.*.ingestion_definition.objects[*].table.table_configuration.auto_full_refresh_policy	databricks_pipeline	ingestion_definition.objects.table.table_configuration.auto_full_refresh_policy	match
resources.pipelines.*.ingestion_definition.objects[*].table.table_configuration.auto_full_refresh_policy.enabled	databricks_pipeline	ingestion_definition.objects.table.table_configuration.auto_full_refresh_policy.enabled	match
resources.pipelines.*.ingestion_definition.objects[*].table.table_configuration.auto_full_refresh_policy.min_interval_hours	databricks_pipeline	ingestion_definition.objects.table.table_configuration.auto_full_refresh_policy.min_interval_hours	match
resources.pipelines.*.ingestion_definition.objects[*].table.table_configuration.exclude_columns[*]	databricks_pipeline	ingestion_definition.objects.table.table_configuration.exclude_columns	match
resources.pipelines.*.ingestion_definition.objects[*].table.table_configuration.include_columns[*]	databricks_pipeline	ingestion_definition.objects.table.table_configuration.include_columns	match
resources.pipelines.*.ingestion_definition.objects[*].table.table_configuration.primary_keys[*]	databricks_pipeline	ingestion_definition.objects.table.table_configuration.primary_keys	match
resources.pipelines.*.ingestion_definition.objects[*].table.table_configuration.query_based_connector_config	databricks_pipeline	ingestion_definition.objects.table.table_configuration.query_based_connector_config	match
resources.pipelines.*.ingestion_definition.objects[*].table.table_configuration.query_based_connector_config.cursor_columns[*]	databricks_pipeline	ingestion_definition.objects.table.table_configuration.query_based_connector_config.cursor_columns	match
resources.pipelines.*.ingestion_definition.objects[*].table.table_configuration.query_based_connector_config.deletion_condition	databricks_pipeline	ingestion_definition.objects.table.table_configuration.query_based_connector_config.deletion_condition	match
resources.pipelines.*.ingestion_definition.objects[*].table.table_configuration.query_based_connector_config.hard_deletion_sync_min_interval_in_seconds	databricks_pipeline	ingestion_definition.objects.table.table_configuration.query_based_connector_config.hard_deletion_sync_min_interval_in_seconds	match
resources.pipelines.*.ingestion_definition.objects[*].table.table_configuration.row_filter	databricks_pipeline	ingestion_definition.objects.table.table_configuration.row_filter	match
resources.pipelines.*.ingestion_definition.objects[*].table.table_configuration.salesforce_include_formula_fields	databricks_pipeline	ingestion_definition.objects.table.table_configuration.salesforce_include_formula_fields	match
resources.pipelines.*.ingestion_definition.objects[*].table.table_configuration.scd_type	databricks_pipeline	ingestion_definition.objects.table.table_configuration.scd_type	match
resources.pipelines.*.ingestion_definition.objects[*].table.table_configuration.sequence_by[*]	databricks_pipeline	ingestion_definition.objects.table.table_configuration.sequence_by	match
resources.pipelines.*.ingestion_definition.objects[*].table.table_configuration.workday_report_parameters	databricks_pipeline	ingestion_definition.objects.table.table_configuration.workday_report_parameters	match
resources.pipelines.*.ingestion_definition.objects[*].table.table_configuration.workday_report_parameters.incremental	databricks_pipeline	ingestion_definition.objects.table.table_configuration.workday_report_parameters.incremental	match
resources.pipelines.*.ingestion_definition.objects[*].table.table_configuration.workday_report_parameters.parameters.*	databricks_pipeline	ingestion_definition.objects.table.table_configuration.workday_report_parameters.parameters	match
resources.pipelines.*.ingestion_definition.objects[*].table.table_configuration.workday_report_parameters.report_parameters[*]	databricks_pipeline	ingestion_definition.objects.table.table_configuration.workday_report_parameters.report_parameters	match
resources.pipelines.*.ingestion_definition.objects[*].table.table_configuration.workday_report_parameters.report_parameters[*].key	databricks_pipeline	ingestion_definition.objects.table.table_configuration.workday_report_parameters.report_parameters.key	match
resources.pipelines.*.ingestion_definition.objects[*].table.table_configuration.workday_report_parameters.report_parameters[*].value	databricks_pipeline	ingestion_definition.objects.table.table_configuration.workday_report_parameters.report_parameters.value	match
resources.pipelines.*.ingestion_definition.source_configurations[*]	databricks_pipeline	ingestion_definition.source_configurations	match
resources.pipelines.*.ingestion_definition.source_configurations[*].catalog	databricks_pipeline	ingestion_definition.source_configurations.catalog	match
resources.pipelines.*.ingestion_definition.source_configurations[*].catalog.postgres	databricks_pipeline	ingestion_definition.source_configurations.catalog.postgres	match
resources.pipelines.*.ingestion_definition.source_configurations[*].catalog.postgres.slot_config	databricks_pipeline	ingestion_definition.source_configurations.catalog.postgres.slot_config	match
resources.pipelines.*.ingestion_definition.source_configurations[*].catalog.postgres.slot_config.publication_name	databricks_pipeline	ingestion_definition.source_configurations.catalog.postgres.slot_config.publication_name	match
resources.pipelines.*.ingestion_definition.source_configurations[*].catalog.postgres.slot_config.slot_name	databricks_pipeline	ingestion_definition.source_configurations.catalog.postgres.slot_config.slot_name	match
resources.pipelines.*.ingestion_definition.source_configurations[*].catalog.source_catalog	databricks_pipeline	ingestion_definition.source_configurations.catalog.source_catalog	match
resources.pipelines.*.ingestion_definition.source_type	databricks_pipeline	ingestion_definition.source_type	match
resources.pipelines.*.ingestion_definition.table_configuration	databricks_pipeline	ingestion_definition.table_configuration	match
resources.pipelines.*.ingestion_definition.table_configuration.auto_full_refresh_policy	databricks_pipeline	ingestion_definition.table_configuration.auto_full_refresh_policy	match
resources.pipelines.*.ingestion_definition.table_configuration.auto_full_refresh_policy.enabled	databricks_pipeline	ingestion_definition.table_configuration.auto_full_refresh_policy.enabled	match
resources.pipelines.*.ingestion_definition.table_configuration.auto_full_refresh_policy.min_interval_hours	databricks_pipeline	ingestion_definition.table_configuration.auto_full_refresh_policy.min_interval_hours	match
resources.pipelines.*.ingestion_definition.table_configuration.exclude_columns[*]	databricks_pipeline	ingestion_definition.table_configuration.exclude_columns	match
resources.pipelines.*.ingestion_definition.table_configuration.include_columns[*]	databricks_pipeline	ingestion_definition.table_configuration.include_columns	match
resources.pipelines.*.ingestion_definition.table_configuration.primary_keys[*]	databricks_pipeline	ingestion_definition.table_configuration.primary_keys	match
resources.pipelines.*.ingestion_definition.table_configuration.query_based_connector_config	databricks_pipeline	ingestion_definition.table_configuration.query_based_connector_config	match
resources.pipelines.*.ingestion_definition.table_configuration.query_based_connector_config.cursor_columns[*]	databricks_pipeline	ingestion_definition.table_configuration.query_based_connector_config.cursor_columns	match
resources.pipelines.*.ingestion_definition.table_configuration.query_based_connector_config.deletion_condition	databricks_pipeline	ingestion_definition.table_configuration.query_based_connector_config.deletion_condition	match
resources.pipelines.*.ingestion_definition.table_configuration.query_based_connector_config.hard_deletion_sync_min_interval_in_seconds	databricks_pipeline	ingestion_definition.table_configuration.query_based_connector_config.hard_deletion_sync_min_interval_in_seconds	match
resources.pipelines.*.ingestion_definition.table_configuration.row_filter	databricks_pipeline	ingestion_definition.table_configuration.row_filter	match
resources.pipelines.*.ingestion_definition.table_configuration.salesforce_include_formula_fields	databricks_pipeline	ingestion_definition.table_configuration.salesforce_include_formula_fields	match
resources.pipelines.*.ingestion_definition.table_configuration.scd_type	databricks_pipeline	ingestion_definition.table_configuration.scd_type	match
resources.pipelines.*.ingestion_definition.table_configuration.sequence_by[*]	databricks_pipeline	ingestion_definition.table_configuration.sequence_by	match
resources.pipelines.*.ingestion_definition.table_configuration.workday_report_parameters	databricks_pipeline	ingestion_definition.table_configuration.workday_report_parameters	match
resources.pipelines.*.ingestion_definition.table_configuration.workday_report_parameters.incremental	databricks_pipeline	ingestion_definition.table_configuration.workday_report_parameters.incremental	match
resources.pipelines.*.ingestion_definition.table_configuration.workday_report_parameters.parameters.*	databricks_pipeline	ingestion_definition.table_configuration.workday_report_parameters.parameters	match
resources.pipelines.*.ingestion_definition.table_configuration.workday_report_parameters.report_parameters[*]	databricks_pipeline	ingestion_definition.table_configuration.workday_report_parameters.report_parameters	match
resources.pipelines.*.ingestion_definition.table_configuration.workday_report_parameters.report_parameters[*].key	databricks_pipeline	ingestion_definition.table_configuration.workday_report_parameters.report_parameters.key	match
resources.pipelines.*.ingestion_definition.table_configuration.workday_report_parameters.report_parameters[*].value	databricks_pipeline	ingestion_definition.table_configuration.workday_report_parameters.report_parameters.value	match
resources.pipelines.*.last_modified	databricks_pipeline	last_modified	match
